1,2,3,4
0.4636320337483841,0.4636320337483841,0.4636320337483841,
0.34959515547390624,0.334959349593496,0.334959349593496,
0.27397910731244063,0.2712820512820513,0.2712820512820513,
0.08602150537634408,0.08602150537634408,0.09523809523809523,
0.4411962365591398,0.4280049030211263,0.3837535014005602,
0.19848053181386513,0.15125448028673835,0.104502688172043,
0.3737408036219581,0.2321826070552726,0.36672325976230896,
0.15981630309988518,0.3475258918296893,0.28536585365853656,
0.18460717620381487,0.18460717620381487,0.18460717620381487,
0.2701298701298701,0.42994483845547676,0.24503095470837408,
0.335978835978836,0.3990484686292001,0.3462365591397849,
0.22777777777777777,0.2069754145225843,0.2069754145225843,
0.24549227733551068,0.22003284072249593,0.3664772727272727,
0.06572769953051644,0.06481481481481481,0.05405405405405406,
0.25846153846153846,0.19943019943019943,0.19943019943019943,
0.12063492063492064,0.11736736736736736,0.0761904761904762,
0.36223036223036226,0.44088669950738923,0.44088669950738923,
0.24774704380892842,0.09755047569848034,0.0807507099641931,
0.3434969853574505,0.40274442538593475,0.36512493354598624,
0.1645933014354067,0.20537634408602148,0.20537634408602148,
0.18653329628600537,0.16241241241241242,0.16693121693121693,
0.09649122807017542,0.1252136752136752,0.1252136752136752,
0.18376068376068375,0.1546747967479675,0.1546747967479675,
0.3563762626262626,0.3563762626262626,0.37110016420361247,
0.189272030651341,0.189272030651341,0.189272030651341,
0.12195121951219512,0.4572298325722983,0.21998582565556343,
0.1675438596491228,0.2017511407078555,0.21222753854332801,
0.18680279826054072,0.18680279826054072,0.1498357963875205,
0.18115942028985507,0.21284271284271283,0.19504830917874397,
0.08187134502923976,0.14722222222222223,0.14722222222222223,
0.20338164251207727,0.397563676633444,0.5769427704911577,
0.1719887955182073,0.09690677049534935,0.09074334531437205,
0.21942393978868144,0.24302600472813238,0.23646723646723644,
0.20224441978049082,0.1710017340269441,0.18966580342828954,
0.27076923076923076,0.3308099308099308,0.6158426368952684,
0.214021164021164,0.1959349593495935,0.3475630918736676,
0.31768610715979134,0.18968968968968966,0.18968968968968966,
0.1855921855921856,0.1936936936936937,0.1936936936936937,
0.1645396207368952,0.17448986949311415,0.17448986949311415,
0.1092896174863388,0.1092896174863388,0.1092896174863388,
0.06666666666666667,0.46081871345029235,0.49599210753483786,
0.06666666666666667,0.08771929824561403,0.045662100456621,
0.3813047231471205,0.3813047231471205,0.3813047231471205,
0.4017921146953405,0.3547619047619048,0.3547619047619048,
0.2688888888888889,0.28971588635454176,0.2517636684303351,
0.24564102564102566,0.24096682698236527,0.24096682698236527,
0.7965694682675815,0.4375478927203065,0.4375478927203065,
0.1996172981247608,0.16700268817204303,0.1461693548387097,
0.22349813928761297,0.2050179211469534,0.2050179211469534,
0.22943722943722944,0.22943722943722944,0.22943722943722944,
0.184440118249333,0.19892473118279572,0.25747126436781614,
0.2473470962762879,0.21969258473213707,0.4197225994978804,
0.3141801075268817,0.3401454267125909,0.33019517795637193,
0.2371998371998372,0.24998086490623805,0.24998086490623805,
0.32106782106782106,0.29408212560386465,0.2828282828282828,
0.1809350333940498,0.1809350333940498,0.1809350333940498,
0.2625125125125125,0.2625125125125125,0.2625125125125125,
0.18848403058929372,0.29936215450035436,0.3584348468069398,
0.2912971375009013,0.2172172172172172,0.25246753246753245,
0.2532299741602067,0.24239558707643813,0.19848053181386516,
0.23699186991869917,0.2870692992644212,0.2861491628614916,
0.08641975308641975,0.09195402298850575,0.10526315789473684,
0.244253859348199,0.3346774193548387,0.3346774193548387,
0.2628458498023715,0.13953488372093026,0.13953488372093026,
0.371220818982013,0.4229578010065815,0.41795416961965515,
0.3369230769230769,0.38651471984805313,0.38651471984805313,
0.2505699276439687,0.1931818181818182,0.2001063264221159,
0.3361111111111111,0.38403880070546736,0.38403880070546736,
0.24273504273504276,0.2994310099573257,0.2994310099573257,
0.3304589156507087,0.3602292768959436,0.3602292768959436,
0.08547008547008546,0.32937252449447574,0.32937252449447574,
0.4605887939221273,0.4605887939221273,0.4605887939221273,
0.4602240896358543,0.4049134992604026,0.4049134992604026,
0.08333333333333333,0.08743169398907104,,
0.5276777377617714,0.5948717948717949,,
0.2993894993894994,0.2903941829314964,,
0.06060606060606061,0.06779661016949153,,
0.1651553154543701,0.16546184738955824,,
0.2382146761849637,0.18716577540106952,,
0.30954030954030953,0.4874267347324636,,
0.1691324200913242,0.1197091465748182,,
0.19230769230769232,0.19230769230769232,,
0.17477828250054075,0.16077593292783168,,
0.3429472025216706,0.5020011435105775,,
0.13935133801948452,0.37836021505376344,,
0.15715983363042188,0.1465447154471545,,
0.2789392179636082,0.3856837606837607,,
0.11111111111111112,0.17457180500658764,,
0.27197346600331673,0.27197346600331673,,
0.14230019493177387,0.14230019493177387,,
0.5304964539007093,0.34923076923076923,,
0.2791959551116044,0.26186936267221733,,
0.1394927536231884,0.1815839032609773,,
0.29555555555555557,0.20615384615384613,,
0.20224441978049082,0.14432439642523676,,
0.28136200716845877,0.26858237547892716,,
0.18351254480286738,0.178544061302682,,
0.31433691756272397,0.2924731182795699,,
0.3233333333333333,0.29982363315696653,,
0.16096866096866094,0.2591397849462365,,
